key_base64	source_base64	official_english_base64	translation_base64
Z3JhcGhpYy1tb2RlLWRlZmF1bHQ=	5o+P55S76LKg6I2377ya5qiZ5rqW	R3JhcGhpY3MgcHJlc2V0OiBTdGFuZGFyZA==	6re4656Y7ZS9IOu2gO2VmDog7ZGc7KSA
Z3JhcGhpYy1tb2RlLWxvdw==	5o+P55S76LKg6I2377ya6Lu96YeP	R3JhcGhpY3MgcHJlc2V0OiBMb3c=	6re4656Y7ZS9IOu2gO2VmDog6rK965+J
Z3JhcGhpYy1tb2RlLXZlcnlsb3c=	5o+P55S76LKg6I2377ya5pyA6Lu96YeP	R3JhcGhpY3MgcHJlc2V0OiBMb3dlc3Q=	6re4656Y7ZS9IOu2gO2VmDog7LWc6rK965+J
b3B0aW9uLWJnbVZvbHVtZQ==	QkdN6Z+z6YePIDogezB9	TXVzaWMgdm9sdW1lOiB7MH0=	QkdNIOydjOufiSA6IHswfQ==
b3B0aW9uLXNlVm9sdW1l	U0Xpn7Pph48gOiB7MH0=	U0ZYIHZvbHVtZTogezB9	U0Ug7J2M65+JIDogezB9
b3B0aW9uLXRleHRTcGVlZA==	44OG44Kt44K544OI6YCf5bqmIDog	VGV4dCBTcGVlZDog	7YWN7Iqk7Yq4IOyGjeuPhCA6IA==
b3B0aW9uLXRleHREaXN0YW5jZTA=	44OG44Kt44K544OI6YCB44KK77ya5pyA6YGF	QXV0by1zY3JvbGwgc3BlZWQ6IFNsb3dlc3Q=	7YWN7Iqk7Yq4IOuEmOq5gDog6rCA7J6lIOuKkOumvA==
b3B0aW9uLXRleHREaXN0YW5jZTE=	44OG44Kt44K544OI6YCB44KK77ya6YGF44GE	QXV0by1zY3JvbGwgc3BlZWQ6IFNsb3c=	7YWN7Iqk7Yq4IOuEmOq5gDog64qQ66a8
b3B0aW9uLXRleHREaXN0YW5jZTI=	44OG44Kt44K544OI6YCB44KK77ya6YCa5bi4	QXV0by1zY3JvbGwgc3BlZWQ6IE1lZGl1bQ==	7YWN7Iqk7Yq4IOuEmOq5gDog67O07Ya1
b3B0aW9uLXRleHREaXN0YW5jZTM=	44OG44Kt44K544OI6YCB44KK77ya6YCf44GE	QXV0by1zY3JvbGwgc3BlZWQ6IEZhc3Q=	7YWN7Iqk7Yq4IOuEmOq5gDog67mg66aE
b3B0aW9uLXRleHREaXN0YW5jZTQ=	44OG44Kt44K544OI6YCB44KK77ya5pyA6YCf	QXV0by1zY3JvbGwgc3BlZWQ6IEZhc3Rlc3Q=	7YWN7Iqk7Yq4IOuEmOq5gDog6rCA7J6lIOu5oOumhA==
b3B0aW9uLXNjcm9sbFNwZWVk	44K544Kv44Ot44O844Or6YCf5bqm77yaezB9	U2Nyb2xsIHNwZWVkOiB7MH0=	7Iqk7YGs66GkIOyGjeuPhDogezB9
b3B0aW9uLWNhbWVyYVNwZWVk	44Kr44Oh44Op5oSf5bqm77yaezB9	Q2FtZXJhIHNlbnNpdGl2aXR5OiB7MH0=	7Lm066mU6528IOqwkOuPhDogezB9
b3B0aW9uLWNhbWVyYS1pbnZlcnQteA==	44Kr44Oh44Op5Y+N6Lui44CA5LiK5LiL5pa55ZCR77yaezB9	SW52ZXJ0IGNhbWVyYSBjb250cm9scyAodmVydGljYWwpOiB7MH0=	7Lm066mU6528IOuwmOyghOOAgOyDge2VmCDrsKntlqU6IHswfQ==
b3B0aW9uLWNhbWVyYS1pbnZlcnQteQ==	44Kr44Oh44Op5Y+N6Lui44CA5bem5Y+z5pa55ZCR77yaezB9	SW52ZXJ0IGNhbWVyYSBjb250cm9scyAoaG9yaXpvbnRhbCk6IHswfQ==	7Lm066mU6528IOuwmOyghOOAgOyijOyasCDrsKntlqU6IHswfQ==
b3B0aW9uLWZ1bGxTY3JlZW4=	44OV44Or44K544Kv44Oq44O844Oz	RnVsbHNjcmVlbg==	7KCE7LK0IO2ZlOuptA==
b3B0aW9uLXdpbmRvdw==	44Km44Kj44Oz44OJ44Km	V2luZG93ZWQ=	7LC9IOuqqOuTnA==
b3B0aW9uLXRpdGxl	44K/44Kk44OI44Or44G4	QmFjayB0byBUaXRsZQ==	7YOA7J207YuA66GcIOuPjOyVhOqwgOq4sA==
b3B0aW9uLWdhbWVNb2Rl	44Oi44O844OJIDogezB9	TW9kZTogezB9	66qo65OcIDogezB9
b3B0aW9uLWNsZWFyU2F2ZQ==	44K744O844OW44OH44O844K/5YmK6Zmk	RGVsZXRlIFNhdmUgRGF0YQ==	7IS47J2067iMIOuNsOydtO2EsCDsgq3soJw=
b3B0aW9uLWV4aXQ=	57WC5LqG	UXVpdA==	7KKF66OM
Y29uZmlybQ==	56K66KqN	Q29uZmlybQ==	7ZmV7J24
Y29uZmlybS1ob21l	44Ob44O844Og44Gr5oi744KK44G+44GZ44CCPGJyPuOCiOOCjeOBl+OBhOOBp+OBmeOBi++8nw==	R28gYmFjayB0byB0aGUgaG9tZSBzY3JlZW4/PGJyPkNvbnRpbnVlPw==	7ZmI7Jy866GcIOuPjOyVhOqwkeuLiOuLpC48YnI+6rOE7IaN7ZWY7Iuc6rKg7Iq164uI6rmMPw==
Y29uZmlybS10aXRsZQ==	44K744O844OW44Gb44Ga44Gr44K/44Kk44OI44Or44Gr5oi744KK44G+44GZ44CCPGJyPuOCiOOCjeOBl+OBhOOBp+OBmeOBi++8nw==	WW91J2xsIGdvIGJhY2sgdG8gdGhlIHRpdGxlIHNjcmVlbiB3aXRob3V0IHNhdmluZy48YnI+QXJlIHlvdSBzdXJlPw==	7KCA7J6l7ZWY7KeAIOyViuqzoCDtg4DsnbTti4DroZwg64+M7JWE6rCR64uI64ukLjxicj7qs4Tsho3tlZjsi5zqsqDsirXri4jquYw/
Y29uZmlybS1leGl0	44Ky44O844Og44KS57WC5LqG44GX44G+44GZ44CCPGJyPuOCiOOCjeOBl+OBhOOBp+OBmeOBi++8nw==	UXVpdCB0aGUgZ2FtZT8=	6rKM7J6E7J2EIOyiheujjO2VqeuLiOuLpC48YnI+6rOE7IaN7ZWY7Iuc6rKg7Iq164uI6rmMPw==
Y29uZmlybS1vcGVuVXJs	V0VC44OW44Op44Km44K244Gn5Lul5LiL44GuVVJM44KS6ZaL44GN44G+44GZ44CCPGJyPuOCiOOCjeOBl+OBhOOBp+OBmeOBi++8nzxicj48YnI+ezB9	VGhlIGZvbGxvd2luZyBVUkwgd2lsbCBiZSBvcGVuZWQgaW4geW91ciBicm93c2VyLjxicj5EbyB5b3Ugd2FudCB0byBwcm9jZWVkPzxicj48YnI+ezB9	7Ju5IOu4jOudvOyasOyggOyXkOyEnCDslYTrnpggVVJM7J2EIOyXveuLiOuLpC48YnI+6rOE7IaN7ZWY7Iuc6rKg7Iq164uI6rmMPzxicj48YnI+ezB9
Y29uZmlybS1jbGVhclNhdmU=	44K744O844OW44OH44O844K/44KS5YmK6Zmk44GX44G+44GZ44CC44KI44KN44GX44GE44Gn44GZ44GL77yfPGJyPjxicj7jgrfjgrnjg4bjg6Djg4fjg7zjgr/vvIjjgqrjg5fjgrfjg6fjg7PoqK3lrprjgarjganvvInjga/liYrpmaTjgZXjgozjgb7jgZvjgpPjgII=	RGVsZXRlIGFsbCBzYXZlIGRhdGE/PGJyPjxicj5TZXR0aW5ncyBhbmQgb3RoZXIgc3lzdGVtIGRhdGEgd2lsbCBub3QgYmUgZGVsZXRlZC4=	7IS47J2067iMIOuNsOydtO2EsOulvCDsgq3soJztlanri4jri6QuIOqzhOyGje2VmOyLnOqyoOyKteuLiOq5jD88YnI+PGJyPuyLnOyKpO2FnCDrjbDsnbTthLAo7Ji17IWYIOyEpOyglSDrk7Ep64qUIOyCreygnOuQmOyngCDslYrsirXri4jri6Qu
Y29uZmlybS1yZWJvb3Q=	6Kit5a6a44KS5Y+N5pig44GZ44KL44Gf44KB44CB5YaN6LW35YuV44GX44G+44GZ44CC	UmVzdGFydGluZyB0byBhcHBseSBuZXcgc2V0dGluZ3Mu	7ISk7KCV7J2EIOyggeyaqe2VmOq4sCDsnITtlbQg7J6s7Iuc7J6R7ZWp64uI64ukLg==
Y29uZmlybS1yZW1lbWJlci10aXRsZQ==	6KiY5oa244KS5YaN55Sf	V2F0Y2ggbWVtb3J5	6riw7Ja1IOyerOyDnQ==
Y29uZmlybS1yZW1lbWJlcg==	44GZ44Gn44Gr5YaN55Sf44GX44Gf44GT44Go44Gu44GC44KL6KiY5oa244Gn44GZ44CCPGJyPuOCguOBhuS4gOW6puOAgeiomOaGtuOBruaWreeJh+OCkuWGjeeUn+OBl+OBvuOBmeOBi++8nw==	WW91J3ZlIGFscmVhZHkgc2VlbiB0aGlzIG1lbW9yeS48YnI+RG8geW91IHdhbnQgdG8gcGxheSBpdCBhZ2Fpbj8=	7J2066+4IOyerOyDne2VnCDquLDslrXsnoXri4jri6QuPGJyPuq4sOyWteydmCDsobDqsIHsnYQg64uk7IucIOyerOyDne2VmOyLnOqyoOyKteuLiOq5jD8=
Y29uZmlybS1jb21wbGV0ZWQtdGl0bGU=	6KiY5oa244KS5YaN55Sf	V2F0Y2ggbWVtb3J5	6riw7Ja1IOyerOyDnQ==
Y29uZmlybS1jb21wbGV0ZWQ=	44GZ44Gn44Gr5YaN55Sf44GX44Gf44GT44Go44Gu44GC44KL6KiY5oa244Gn44GZPGJyPuaDheaZr+OBruWGjeeUn+OCkuOCueOCreODg+ODl+OBl+OBvuOBmeOBi++8nw==	WW91J3ZlIGFscmVhZHkgc2VlbiB0aGlzIG1lbW9yeS48YnI+RG8geW91IHdhbnQgdG8gc2tpcCB0aGUgc3RvcnkgcGFydD8=	7J2066+4IOyerOyDne2VnCDquLDslrXsnoXri4jri6QuPGJyPuyepeuptCDsnqzsg53snYQg6rG064SI65uw7Iuc6rKg7Iq164uI6rmMPw==
Y29uZmlybS1uby1pdGVtLXRpdGxl	6KiY5oa244KS5YaN55Sf	V2F0Y2ggbWVtb3J5	6riw7Ja1IOyerOyDnQ==
Y29uZmlybS1uby1pdGVt	44Ki44Kk44OG44Og44GM572u44GL44KM44Gm44GE44G+44Gb44KT44CCPGJyPuOBk+OBruOBvuOBvuiomOaGtuOBruaWreeJh+OCkuWGjeeUn+OBl+OBvuOBmeOBi++8nw==	WW91IGhhdmVuJ3QgcHV0IGRvd24gYW55IGl0ZW1zLjxicj5EbyB5b3Ugd2FudCB0byBwbGF5IHRoZSBtZW1vcnkgbGlrZSB0aGlzPw==	7JWE7J207YWc7J20IOuGk+yXrCDsnojsp4Ag7JWK7Iq164uI64ukLjxicj7snbTrjIDroZwg6riw7Ja17J2YIOyhsOqwgeydhCDsnqzsg53tlZjsi5zqsqDsirXri4jquYw/
Y29uZmlybS10cmFzaC10aXRsZQ==	44Ki44Kk44OG44Og44KS56C05qOE	RGlzY2FyZCBJdGVt	7JWE7J207YWcIOuyhOumrOq4sA==
Y29uZmlybS10cmFzaA==	ezB944KS5o2o44Gm44G+44GZ44CCPGJyPuOCiOOCjeOBl+OBhOOBp+OBmeOBi++8nw==	WW91IGFyZSBnb2luZyB0byBkaXNjYXJkICJ7MH0iLjxicj5BcmUgeW91IHN1cmU/	ezB97J2EKOulvCkg67KE66a964uI64ukLjxicj7qs4Tsho3tlZjsi5zqsqDsirXri4jquYw/
Y29uZmlybS1zbGVlcC10aXRsZQ==	5LiA5pel44KS57WC44GI44KL	RW5kIERheQ==	7ZWY66OoIOuBneuCtOq4sA==
Y29uZmlybS1zbGVlcA==	5oSP6K2Y44GM44K844Ot44Gr44Gq44KK44CB5LiA5pel44KS57WC44GI44G+44GZ44CCPGJyPuOCiOOCjeOBl+OBhOOBp+OBmeOBi++8nw==	WW91ciBWaWdvciB3aWxsIGRyb3AgdG8gemVybyBhbmQgdGhlIGRheSB3aWxsIGVuZC48YnI+QXJlIHlvdSBzdXJlPw==	7J2Y7Iud7J20IDDsnbQg65CY7Ja0IO2VmOujqOulvCDrgZ3rg4Xri4jri6QuPGJyPuqzhOyGje2VmOyLnOqyoOyKteuLiOq5jD8=
ZGlhbG9nLXllcw==	44Gv44GE	WWVz	7JiI
ZGlhbG9nLW5v	44GE44GE44GI	Tm8=	7JWE64uI7JqU
ZGlhbG9nLW5leHQ=	5qyh44G4	TmV4dA==	64uk7J2M
ZGlhbG9nLWNhbmNlbA==	44KE44KB44KL	U3RvcA==	6re466eM65GQ6riw
ZGlhbG9nLWNsb3Nl	44Go44GY44KL	Q2xvc2U=	64ur6riw
ZGlhbG9nLWNvbmZpcm0=	56K66KqN	Q29uZmlybQ==	7ZmV7J24
Z3VpZGUtbWVtb3J5	6KiY5oa244Gu5pat54mH44KS5YaN55SfIDogezB9IC8gezF9	UGxheSBtZW1vcnkgZnJhZ21lbnRzOiB7MH0vezF9	6riw7Ja17J2YIOyhsOqwgSDsnqzsg50gOiB7MH0gLyB7MX0=
Z3VpZGUtdGFsaw==	ezB9IOOBqOipseOBmQ==	VGFsayB0byB7MH0=	ezB97JmAKOqzvCkg7J207JW86riw7ZWY6riw
Z3VpZGUtZmluZC1pdGVt	ezB9IOOCkuaOouOBmQ==	RmluZCB0aGUgezB9	ezB9IOywvuq4sA==
Z3VpZGUtcGxheS1tZW1vcnk=	ezB9IOOBruiomOaGtuOCkuimi+OCiw==	V2F0Y2ggbWVtb3J5OiAiezB9Ig==	ezB97J2YIOq4sOyWtSDrs7TquLA=
Z3VpZGUtZW50ZXItbGV2ZWw=	ezB9IOOCkuioquOCjOOCiw==	R28gdG8gInswfSI=	ezB9IOuwqeusuO2VmOq4sA==
Z3VpZGUtY29tcGxldGUtbWVtb3J5	6KiY5oa244Gu5pat54mH44CMezB944CN44KS6KaL44KL	V2F0Y2ggbWVtb3J5IGZyYWdtZW50OiAiezB9Ig==	6riw7Ja17J2YIOyhsOqwgeOAjHswfeOAjSDrs7TquLA=
Z3VpZGUtZXNjYXBl	5oyv44KK6L+U44KJ44Ga44CB6YCD44GS44KL	UnVuIGF3YXkgYW5kIGRvbid0IGxvb2sgYmFjaw==	65Kk64+M7JWE67O07KeAIOunkOqzoCDrj4Trp53suZzri6Q=
Z3VpZGUtd2Fsaw==	5q2p44GN57aa44GR44KL	S2VlcCB3YWxraW5n	6rOE7IaNIOqxt+uKlOuLpA==
Z3VpZGUtd2FuZGVy	6Kqw44GL44KS5o6i44GZ	RmluZCBzb21lb25l	64iE6rWw6rCA66W8IOywvuuKlOuLpA==
Z3VpZGUtbG9va2Zvcg==	ezB9IOOCkuaOouOBmQ==	RmluZDogezB9	ezB9IOywvuq4sA==
Z3VpZGUtY2FtZXJhMDA=	44Oe44Km44K544KS5YuV44GL44GX44Gm6KaL5Zue44GZ	TG9vayBhcm91bmQgd2l0aCB0aGUgbW91c2U=	66eI7Jqw7Iqk66W8IOybgOyngeyXrCDrkZjrn6zrs7TquLA=
Z3VpZGUtbW92ZTAw	W1dBU0Rd44Kt44O844Gn5q2p44GPICsgW1NISUZUXeOBp+i1sOOCiw==	TW92ZTogW1dBU0RdIFJ1bjogW1NISUZUXQ==	W1dBU0RdIO2CpOuhnCDqsbfquLAgKyBbU0hJRlRd66GcIOuLrOumrOq4sA==
Z3VpZGUtY2FtZXJhMDAtcGFk	W1Ljgrnjg4bjgqPjg4Pjgq9d44Gn6KaL5Zue44GZ	W1IgU3RpY2tdIHRvIG1vdmUgY2FtZXJh	W1Ig7Iqk7YuxXeycvOuhnCDrkZjrn6zrs7TquLA=
Z3VpZGUtbW92ZTAwLXBhZA==	W0zjgrnjg4bjgqPjg4Pjgq9d44Gn5q2p44GPICsgW0zjg5zjgr/jg7Nd44Gn6LWw44KL	W0wgU3RpY2tdIHRvIHdhbGsgKyBbTCBCdXR0b25dIHRvIHJ1bg==	W0wg7Iqk7YuxXeycvOuhnCDqsbfquLAgKyBbTCDrsoTtirxd7Jy866GcIOuLrOumrOq4sA==
Z3VpZGUtdGFsazAw	5bCR5aWz44Go6Kmx44GZ	VGFsayB3aXRoIHRoZSBnaXJs	7IaM64WA7JmAIOydtOyVvOq4sO2VmOq4sA==
Z3VpZGUtaXRlbTAw	44CM44K344Oj44OZ44Or44CN44KS5o6i44GZ	TG9vayBmb3IgdGhlIHNob3ZlbA==	44CM7IK944CNIOywvuq4sA==
Z3VpZGUtbWVtb3J5MDA=	44CM44K344Oj44OZ44Or44CN44KS44OG44O844OW44Or44Gr572u44GPL+iomOaGtuOBruaWreeJh+OCkuimi+OCiw==	UHV0IGRvd24gdGhlIHNob3ZlbCAvIFdhdGNoIG1lbW9yeQ==	44CM7IK944CN7J2EIO2FjOydtOu4lOyXkCDrhpPquLAgLyDquLDslrXsnZgg7KGw6rCBIOuztOq4sA==
dHV0b3JpYWwtaXRlbS10aXRsZQ==	44Ki44Kk44OG44Og44Gr44Gk44GE44Gm	SXRlbXM=	7JWE7J207YWc
dHV0b3JpYWwtaXRlbS10ZXh0	5a6k5YaF44Gr44Gv44CB44GV44G+44GW44G+44Gq44Ki44Kk44OG44Og44GM6JC944Gh44Gm44GE44G+44GZ44CCPGJyPuOCouOCpOODhuODoOOBrzPjgZPjgb7jgafmi77jgYbjgZPjgajjgYzjgafjgY3jgb7jgZnjgII8YnI+PGJyPuOBk+OBruepuumWk+OBp+OBr+OAgeaLvuOBo+OBn+OCouOCpOODhuODoOOCkuOBqeOBk+OBi+OBq+e9ruOBj+OBk+OBqOOBp+OAgeS9leOBi+OBjOi1t+OBjeOCi+OCiOOBhuOBp+OBmeOAgg==	WW91IHdpbGwgZmluZCBzZXZlcmFsIGl0ZW1zIGx5aW5nIGFyb3VuZC48YnI+WW91IGNhbiBrZWVwIHVwIHRvIDMgd2l0aCB5b3UuPGJyPjxicj5TdHJhbmdlIHRoaW5ncyBtYXkgaGFwcGVuIHdoZW4geW91IHB1dCBkb3duIGl0ZW1zIGluIHNwZWNpZmljIHBsYWNlcy4=	7Iuk64K07JeQ64qUIOuLpOyWke2VnCDslYTsnbTthZzsnbQg65ao7Ja07KC4IOyeiOyKteuLiOuLpC48YnI+7JWE7J207YWc7J2AIOy1nOuMgCAz6rCc6rmM7KeAIOyjvOyauCDsiJgg7J6I7Iq164uI64ukLjxicj48YnI+7J20IOqzteqwhOyXkOyEnOuKlCDso7zsmrQg7JWE7J207YWc7J2EIOyWtOuUmOqwgOyXkCDrhpPsnLzrqbQg66y07Ja46rCA6rCAIOydvOyWtOuCmOuKlCDqsoMg6rCZ7Iq164uI64ukLg==
dHV0b3JpYWwtcmVtZW1iZXItdGl0bGU=	6KiY5oa244Gu5pat54mH44Gr44Gk44GE44Gm	TWVtb3J5IEZyYWdtZW50cw==	6riw7Ja17J2YIOyhsOqwgQ==
dHV0b3JpYWwtcmVtZW1iZXItdGV4dA==	6YOo5bGL44Gr44Gv44CB6KiY5oa244Gu5pat54mH44KS5YaN55Sf44Gn44GN44KL44K544Od44OD44OI44GM44GC44KK44G+44GZ44CCPGJyPuWGjeeUn+OBmeOCi+OBq+OBr+OAgeiomOaGtuOBq+mWouS/guOBl+OBn+OCouOCpOODhuODoOOCkue9ruOBj+W/heimgeOBjOOBguOCiuOBvuOBmeOAgjxicj48YnI+44G+44Gf44CB6KiY5oa244KS6KaL44KL44Gq44Gp44CB54m55a6a44Gu6KGM5YuV44Gn44CM5oSP6K2Y44CN44KS5raI6LK744GX44G+44GZ44CCPGJyPuOAjOaEj+itmOOAjeOBjOOCvOODreOBq+OBquOCi+OBqOOAgeW8t+OBhOecoOawl+OBq+ilsuOCj+OCjOOAgTHml6XjgYzntYLkuobjgZfjgb7jgZnjgII=	VGhlcmUgYXJlIGNlcnRhaW4gc3BvdHMgaW4gdGhlIHJvb21zIHdoZXJlIHlvdSBjYW4gd2F0Y2ggIm1lbW9yeSBmcmFnbWVudHMuIjxicj5UbyBwbGF5IHRoZW0sIHlvdSBuZWVkIHRvIHB1dCBkb3duIGFuIGl0ZW0gcmVsYXRlZCB0byB0aGF0IG1lbW9yeS48YnI+PGJyPldhdGNoaW5nIHRob3NlIG1lbW9yaWVzLCBhbG9uZyB3aXRoIG90aGVyIGFjdGlvbnMsIGNvbnN1bWVzIHlvdXIgIlZpZ29yLiI8YnI+V2hlbiB5b3VyIFZpZ29yIGRyb3BzIHRvIHplcm8sIHlvdSB3aWxsIGJlY29tZSB0b28gdGlyZWQgdG8gY29udGludWUgZm9yIHRoZSBkYXku	67Cp7JeQ64qUIOq4sOyWteydmCDsobDqsIHsnYQg7J6s7IOd7ZWgIOyImCDsnojripQg7Iqk7Y+/7J20IOyeiOyKteuLiOuLpC48YnI+7J6s7IOd7ZWY66Ck66m0IOq4sOyWteqzvCDqtIDroKjrkJwg7JWE7J207YWc7J2EIOuGk+yVhOyVvCDtlanri4jri6QuPGJyPjxicj7rmJDtlZwg6riw7Ja17J2EIOuztOuKlCDrk7Eg7Yq57KCVIO2WieuPmeydhCDtlZjrqbQg44CM7J2Y7Iud44CN7J2EIOyGjOu5hO2VqeuLiOuLpC48YnI+44CM7J2Y7Iud44CN7J20IDDsnbQg65CY66m0IOqwle2VnCDsobjsnYzsl5Ag7Zyp7Iu47JesIO2VmOujqOqwgCDsooXro4zrkKnri4jri6Qu
dHV0b3JpYWwtcXVlc3QtdGl0bGU=	M+OBpOOBruiomOaGtuOCkuWGjeeUn+OBmeOCiw==	UGxheWluZyBUaHJlZSBNZW1vcnkgRnJhZ21lbnRz	6riw7Ja1IDPqsJwg7J6s7IOd7ZWY6riw
dHV0b3JpYWwtcXVlc3QtdGV4dA==	M+OBpOOBruiomOaGtuOBruaWreeJh+OCkuWGjeeUn+OBmeOCi+OBqOOAgeaOoue0ouaIkOWKn+OBqOOBquOCiuOBvuOBmeOAgjxicj48YnI+5o6i57Si44Gr5oiQ5Yqf44GZ44KL44Go44CB5Ye65Y+j44GM5Ye654++44GX44CB5qyh44Gu6ZqO5bGk44G444Go6YCy44KA44GT44Go44GM44Gn44GN44G+44GZ44CCPGJyPuaEj+itmOOBjOOCvOODreOBq+OBquOCi+OBvuOBp+OBq+OAgeOBp+OBjeOCi+OBoOOBkea3seOBhOmajuWxpOOBq+mAsuOBv+OBvuOBl+OCh+OBhuOAgg==	SWYgeW91IG1hbmFnZSB0byBwbGF5IHRocmVlIG1lbW9yeSBmcmFnbWVudHMsIHRoYXQgZGF5J3MgZXhwbG9yYXRpb24gd2lsbCBjb3VudCBhcyBhIHN1Y2Nlc3MuPGJyPlRyeSBmaW5kaW5nIHRocmVlIGRpZmZlcmVudCBmcmFnbWVudHMgYmVmb3JlIHlvdXIgVmlnb3IgZHJvcHMgdG8gemVyby48YnI+PGJyPk9uIGEgZGF5IGFmdGVyIGEgc3VjY2Vzc2Z1bCBleHBsb3JhdGlvbiwgeW91J2xsIGdldCB0byBrZWVwIHNvbWUgYWN0aXZlIGJvbnVzZXMuPGJyPlNvbWV0aW1lcywgdGhlIHN0b3J5IHdpbGwgb25seSBwcm9ncmVzcyBhZnRlciBhIHN1Y2Nlc3NmdWwgZXhwbG9yYXRpb24u	6riw7Ja17J2YIOyhsOqwgSAz6rCc66W8IOyerOyDne2VmOuptCDtg5Dsg4kg7ISx6rO17J20IOuQqeuLiOuLpC48YnI+PGJyPu2DkOyDieyXkCDshLHqs7XtlZjrqbQg7Lac6rWs6rCAIOuCmO2DgOuCmCDri6TsnYwg7Li17Jy866GcIOynhO2Wie2VoCDsiJgg7J6I7Iq164uI64ukLjxicj7snZjsi53snbQgMOydtCDrkJjquLAg7KCE7JeQIOqwgOuKpe2VnCDtlZwg6rmK7J2AIOy4teq5jOyngCDsp4TtlontlbQg67SF7Iuc64ukLg==
dHV0b3JpYWwtcmVzdWx0LXRpdGxl	MeaXpeOBrue1guOCj+OCiuOBq+OBpOOBhOOBpg==	QSBEYXkncyBFbmQ=	7ZWY66Oo7J2YIOuBnQ==
dHV0b3JpYWwtcmVzdWx0LXRleHQ=	44CM5oSP6K2Y44CN44GM44K844Ot44Gr44Gq44KL44Go44CB5by344GE55yg5rCX44Gr6KWy44KP44KM44CBMeaXpeOBjOe1guS6huOBl+OBvuOBmeOAgjxicj48YnI+57+M5pel44CB5YaN44Gz55uu44KS6Kaa44G+44GX44G+44GZ44GM44CB6YOo5bGL44Gu5qeY5a2Q44Gv5aSJ44KP44Gj44Gm44GE44G+44GZ44CCPGJyPuOBvuOBn+OAgeOBneOBruaXpeaJi+OBq+WFpeOCjOOBn+OCouOCpOODhuODoOOBquOBqeOBr+WkseOCj+OCjOOBvuOBmeOAgjxicj48YnI+6YOo5bGL44KS5o6i57Si44GX44CB44CM6KiY5oa244CN44KS5oCd44GE5Ye644GX44Gm55yf5a6f44KS6Kej44GN5piO44GL44GX44G+44GX44KH44GG44CC	V2hlbiB5b3VyIFZpZ29yIGRyb3BzIHRvIHplcm8sIHRoZSBkYXkgZW5kcy48YnI+PGJyPldoZW4geW91IHdha2UgdXAgdGhlIG5leHQgZGF5LCB0aGUgcm9vbXMgbWF5IGhhdmUgY2hhbmdlZC48YnI+WW91IHdpbGwgYWxzbyBsb3NlIGl0ZW1zIHlvdSBwaWNrZWQgdXAgb24gdGhlIHByZXZpb3VzIGRheS48YnI+PGJyPkxvb2sgYXJvdW5kIHRoZSBwbGFjZSB0byBzZWUgYXMgbWFueSBtZW1vcmllcyBhcyB5b3UgY2FuIGFuZCBmaW5kIG91dCB0aGUgdHJ1dGgu	44CM7J2Y7Iud44CN7J20IDDsnbQg65CY66m0IOqwle2VnCDsobjsnYzsl5Ag7Zyp7Iu47JesIO2VmOujqOqwgCDsooXro4zrkKnri4jri6QuPGJyPjxicj7ri6TsnYwg64KgIOuLpOyLnCDriIjsnYQg65yo7KeA66eMIOuwqeydmCDrqqjsirXsnYAg64us65287KC4IOyeiOyKteuLiOuLpC48YnI+65iQIOq3uOuCoCDtmo3rk53tlZwg7JWE7J207YWcIOuTseydgCDsgqzrnbzsp5Hri4jri6QuPGJyPjxicj7rsKnsnYQg7YOQ7IOJ7ZWY6rOgIOOAjOq4sOyWteOAjeydhCDrlqDsmKzroKQg7KeE7Iuk7J2EIOuwne2YgOuCtOyEuOyalC4=
dHV0b3JpYWwtdG9rZW4tdGl0bGU=	44Kt44O844Ov44O844OJ44Gr44Gk44GE44Gm	S2V5d29yZHM=	7YKk7JuM65Oc
